id,text,label
713,Xavier Labandeira: “España es uno de los países más vulnerables al cambio climático”,2
714,"El bono americano ya deja pérdidas del 2,4% en el año",2
715,Crece el temor ante una burbuja tecnológica y los hedge funds se hacen fuertes en plena pandemia,2
716,"El fondo de recuperación de la UE 'va demasiado lento', según el ministro de economía francés",0
717,"España, a la cola en la concesión de ayudas públicas en Europa: destina solo el 0,4% del PIB",2
718,"Richi Arambarri (Vintae): ""La empresa no está para que vivamos mejor""",0
719,Catarata de subidas de impuestos y nuevas tasas para este año y 2022,0
720,El Gobierno encarecerá el recibo de la luz por la interconexión con Marruecos,0
721,Las empresas ya trasladan a los precios la presión de las materias primas y la energía,0
722,Alemania podría incluir a toda España en la zona de riesgo por Covid,2
723,El potencial reemplazo de Powell afectará a la renta fija y entorpecerá el tapering,2
724,La “prosperidad común” de Xi es una caja negra financiera,0
725,Calviño aboga por retrasar la reforma fiscal hasta la recuperación,0
726,Los economistas ultiman rebajar del 6% su previsión de crecimiento para 2021 tras la revisión a la baja del INE,0
727,La voracidad de China con el carbón impulsará aún más los precios de la energía,0
728,Las pretensiones de EEUU de una mayor regulación abren un horizonte de más 'bandazos' en las criptomonedas,0
729,"El nuevo escenario de tipos riega de pérdidas los bonos de Telefónica, Abertis e Iberdrola",0
730,Las empresas del Ibex 35 desaprovechan el potencial de las redes sociales,2
731,PNV y PSE consideran innecesario un banco público para promover el arraigo empresarial,0
732,La Fiscalía aprecia defectos en la actuación del Banco de España en Bankia,2
733,"Los hoteleros impugnan los pliegos del Imserso por ""lesionar gravemente"" sus intereses",2
734,Bank of America recorta el precio objetivo de Bankia y cree que no cumplirá con el dividendo,0
735,"El arte contemporáneo se encarece un 48%, según Artprice",2
736,Peligroso atasco en los fondos que invierten en renovables,2
737,Las lagunas legislativas sobre la intervención de las CCAA amenazan la eficacia de los Perte,0
738,Las trabajadoras en ERTE no pueden cobrar la prestación por riesgo en el embarazo,2
739,La reforma de las pensiones sigue estando pendiente,2
740,Más recortes para el ahorro en planes de pensiones,0
741,Empieza el juicio por los 500 seísmos que causó la inyección de gas en Castor,2
742,Lyft registró 4.000 denuncias de agresiones sexuales entre 2017 y 2019,2
743,"Facebook sabe que es nocivo para 360 millones de usuarios, el 12,5% del total",2
744,Los trabajadores de Nueva Pescanova irán a la huelga el 14 y el 21 de marzo,0
745,Ericsson podría recortar hasta 25.000 empleos fuera de Suecia,2
746,La fiscalía investiga a Commerzbank por presunta evasión de impuestos,2
747,"El precio de la vivienda nueva sube un 5% en 2017, la mayor subida en diez años",2
748,Los maquinistas de Renfe convocan cuatro días de huelga en junio,0
749,La cuota de los autónomos sube hasta 24 euros más al mes,2
750,Nissan amaga con cerrar la planta de Barcelona ante la huelga de la plantilla,2
751,Las familias sacan 50.000 millones de depósitos en un año por su baja rentabilidad,2
752,"Bankinter gana 220 millones hasta septiembre, un 50% menos",2
753,La fiscalidad del automóvil se atasca en cinco carteras ministeriales,2
754,O'Leary no ve claro el futuro de IAG como dueña de British Airways tras el Brexit,2
755,Vuelve el vértigo a los inversores en IAG y las aerolíneas europeas,2
756,Deutsche Bank dejará de hacer nuevos negocios con Trump tras décadas de colaboración,0
757,La SEC investiga a Exxon por la valoración de sus activos de la Cuenca Pérmica,0
758,Los economistas critican el plazo de entrada en vigor de la Ley de Auditoría,2
759,Renfe pierde 480 millones tras un año sin apenas viajeros en el AVE,2
760,Juicio a la moratoria concursal,2
761,Ferrovial y Acciona impugnan el principal contrato de Colau,2
762,"Acerinox se desploma un 7%: Nippon Steel coloca el 7,9% a 10,2 euros",2
763,Primafrio cancela su salida a Bolsa por la baja demanda,2
764,"Vivienda: esperando la ""remontada""",0
765,El Corte Inglés eleva un 14% la deuda desde febrero tras unos gastos extra de 220 millones,2
766,"Goldman baja del 9% al 5,5% su previsión de alza del PIB de EE UU del tercer trimestre",2
767,Disa redujo un 38% su negocio petrolero por el Covid,2
768,Las autoridades chinas detienen al presidente y al consejero delegado de HNA,2
769,Google reduce beneficio en España tras elevar un 31% la plantilla de la filial,2
770,"España, el país de la Unión Europea donde más crece la desigualdad salarial",2
771,CaixaBank pierde cuota en empresas por la fusión: ganan Bankinter y Sabadell,2
772,"Ortiz devuelve 41 millones a Ikea y reclama 20 millones a Alicante y el Consell por ""errores""",2
773,Así evoluciona el precio de la vivienda usada,1
774,El salario mínimo ante la fragilidad empresarial,0
775,Así se gastarán los 25.000 primeros millones de los fondos europeos,0
776,Todo sobre la Sociedad Limitada de Formación Sucesiva,1
777,"Los Charts de Hódar: CaixaBank, Sabadell y Mapfre",1
778,El expresidente de la CNMV Sebastián Albella se incorpora a Latham & Watkins,0
779,Así será el fondo de recapitalización para pymes y empresas medianas,1
780,BBVA pide igualdad de trato para los planes de pensiones de empresa y los individuales,1
781,El BCE ligará los dividendos de la banca a los test de estrés,0
782,Cómo actuará el mercado en el segundo semestre,1
783,Esta es la parte de tu nómina que dice lo que cotizas a la Seguridad Social,1
784,"Alemania: cinco escenarios para la Bolsa, el Ibex y la prima de riesgo",1
785,Fondos cotizados para cada perfil inversor,1
786,La UE advierte de las consecuencias económicas que tendrá no encontrar solución a la crisis de los refugiados,2
787,Codere pide 100 millones más a sus bonistas y estudia capitalizar parte de su deuda,0
788,Cellnex salta mañana al cuarto puesto por capitalización,0
789,"Diez años después de la muerte de Steve Jobs, Apple sigue siendo la empresa más valiosa del mundo",0
790,"HSBC toma un 6,9% de Axiare en plena opa de Colonial",0
791,El G7 empuja la reforma fiscal que obligará a pagar más a las multinacionales,0
792,La agencia de calificación china Dagong recorta su nota a EEUU,0
793,"El Barça, líder financiero de los campeones de liga",0
794,El consejo de Norwegian rechaza las dos ofertas de compra planteadas por IAG,0
795,"Samsung aumentó su beneficio neto un 5,12% en 2018",0
796,Los ‘nuevos’ ERTE mantienen la prohibición de despedir y eliminan las ventajas sociales a las empresas que no formen,0
797,ING recrudece la batalla hipotecaria al rebajar sus hipotecas fija y mixta,0
798,G310R de BMW o cómo una marca 'premium' apuesta por el 'low cost',0
799,"Apple añade a su familia de tabletas un iPad Pro de 10,5 pulgadas",0
800,Amazon planta cara a El Corte Inglés: entrega en 1 hora alimentos frescos,0
801,Los inversores fuerzan la salida del CEO de Rio Tinto tras la destrucción de yacimientos aborígenes,0
802,Apple da el salto al 5G con el iPhone 12,0
803,El gestor Bill Ackman hace una nueva apuesta contra el crédito corporativo,0
804,Las inmobiliarias se lanzan a comprar supermercados por 600 millones,0
805,Santander reivindica el papel de la banca en la recuperación,0
806,Dia ficha al exdirector financiero de Vips e incorpora al consejo a su responsable en Brasil,0
807,Los cuatro fondos de Bolsa que ganan más del 27%,0
808,Santander aprueba la salida a Bolsa de Getnet para impulsar su nueva plataforma de pagos PagoNxt,0
809,Alcampo amplía capital tras culminar su reestructuración societaria en España,0
810,Gransolar explora su venta por hasta 1.000 millones,0
811,Three Gorges cierra la compra de las renovables de los Masaveu,0
812,Los analistas apuntan a que Telefónica bajará el dividendo para mejorar su posición financiera,0
813,La CNMV exige a Barón de Ley que actualice el informe de valoración para aprobar su opa,0
814,"Stripe, el mayor 'unicornio' de Silicon Valley tras ser valorada en 95.000 millones de dólares",0
815,Bolsa: las mejores opciones para el 'rally' automovilístico,0
816,CaixaBank iniciará este lunes la unificación de la marca en su red de oficinas,0
817,Cellnex cierra su macroampliación de capital con fuerte demanda,0
818,Meliá trabaja en China con ocupaciones que llegan incluso al 100%,0
819,Vueling garantiza el empleo de todos sus pilotos hasta el final de 2021,0
820,Inditex firma un acuerdo para mantener el empleo con la transformación digital de la empresa,0
821,"Macron renuncia a su pensión vitalicia para dar ""ejemplo""",0
822,El Gobierno aprueba hoy bajar el IVA de las mascarillas al 4% y ampliar los avales del ICO,0
823,70 puestos cotizados para trabajar en 12 sectores emergentes,0
824,Restaurantes elásticos para sobrevivir,0
825,Samsung lanza dos nuevos smartphones de gama media con mejores pantallas y 5G,0
826,El Banco de España pide a la banca que use los colchones de capital para los deterioros,0
827,Francia dará primas a los que desguacen su coche para comprar una bicicleta,0
828,El Gobierno se compromete a subir las pensiones conforme al IPC y no habrá compensaciones por inflación negativa,0
829,ETL lanza Medvision para el colectivo médico,0
830,Renfe suspende una licitación de 1.300 millones por contaminante,0
831,CaixaBank planea igualar las condiciones laborales de su plantilla y la de Bankia,0
832,"Los usuarios del transporte público aumentaron un 31,6% en marzo, la primera subida en pandemia",0
833,"Nestlé, Heineken y P&G fueron las marcas que más innovación llevaron a los supermercados en 2020",0
834,Calviño lleva al BCE y a la JUR la necesidad de “minimizar” la pérdida de empleo en la banca,0
835,CaixaBank se abre a rebajar más los despidos por el ERE,0
836,Wikipedia lanzará su versión de pago para empresas a final de año,0
837,La banca puede convertirse en el sector con mayor rentabilidad por dividendo,0
838,Wallbox promete a sus inversores la instalación de nuevas plantas por todo el mundo,0
839,"La banca europea afronta su ""última oportunidad"" para crear un gran campeón de los pagos",0
840,El 'gurú' tecnológico que saca a bolsa el primer equipo de fútbol español,0
841,De Cos pide que se conserve la flexibilidad interna de las empresas aprobada por el PP,0
842,Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA,0
843,"Worktel, la opción para montar su oficina en un hotel",0
844,La incubadora del CEEIARAGON acoge tres nuevas empresas,0
845,El BCE invierte 348 millones en sus primeras compras de bonos de empresas,0
846,Rodilla crea un servicio de catering para empresas,0
847,China estrena mañana la conexión entre las bolsas de Hong Kong y Shenzhen,0
848,Las empresas han dado un salto de competitividad,0
849,La oposición obliga a retirar los expedientes de modificación de crédito para pagar los ICO,0
850,"Ana Botín ingresará este jueves 1,21 millones de euros por el tercer dividendo a cuenta de Santander",0
851,Calviño quiere aumentar el escaso 7% de pymes que trabajan con Inteligencia Artificial,0
852,BBVA y Sabadell se repartirán la cúpula de la entidad fusionada,0
853,"El deporte alcanza el 3,3% del PIB español y genera 414.000 empleos",0
854,"País Vasco, Castilla-La Mancha y Madrid se salvan de la debacle del paro en noviembre",0
855,"Francia prepara hasta 5.000 millones de ayuda a Air France para la primavera, según RTL",0
856,"2021, el año del Fénix",0
857,Fitch mantiene la nota de la deuda griega en 'BB' con perspectiva estable,2
858,"El Banco de Inglaterra no mueve ficha, pero anuncia una recuperación muy rápida de la economía en 2021",0
859,Así es el plan del Gobierno para salvar empresas: quitas y entrar en el capital,0
860,Aena destinará al menos 1.500 millones de euros a ampliar El Prat a partir de 2024,0
861,Cinco valores triplican la recuperación del Ibex en los últimos 12 meses,0
862,El Ibex salva los 8.400 puntos gracias al giro alcista en Wall Street,0
863,El asistente oficial de Hacienda cuyas soluciones podrás descargar en PDF,0
864,Subida contenida en 2022 en A Coruña y Vigo,0
865,WhatsApp añade nuevas funciones para mejorar la comunicación entre empresas y clientes,0
866,"Así es como Tous, Scalpers y D.Franklin pisan el acelerador digital tras el Covid-19",0
867,Un plan de acción para reflotar el sector turístico,0
868,"Lagarde se niega a cancelar la deuda pública para evitar problemas como los de ""Venezuela, Argentina y Líbano""",0
869,Ayuso propone a Hacienda emular su modelo de bajos impuestos en todo el país,0
870,Inquietud en el Banco de España,2
871,Los beneficios corporativos de Japón registran una caída trimestral del 12 %,2
872,"Álvarez advierte de que una ""disrupción"" del mercado hipotecario perjudicará a clientes y bancos",2
873,"Los aranceles por el caso Airbus-Boeing encarecerán los billetes, según TEDAE",2
874,"El IBEX rebota un 0,58 % pero se queda todavía por debajo de los 9.000 puntos",2
875,Calviño tendrá que revisar a la baja su previsión de crecimiento del PIB antes del martes,2
876,El sector químico estima el efecto del 'brexit' en 300 millones de euros,2
877,"Sector de gran consumo acusa políticos de frivolidad tras 4 años ""perdidos""",2
878,"Mercados en Argentina cierran semana de tensión, expectantes a presidenciales",2
879,"Los beneficios industriales en China caen un 2,1 % hasta septiembre",2
880,Bolsa mexicana cierra sin cambios una jornada de bajas en mercados mundiales,0
881,"Avanza la precarización del trabajo en México, advierten analistas",2
882,"El beneficio de las empresas cae un 44,5 % por las plusvalías de 2018",2
883,La inversión inmobiliaria cae 45 % por ausencia de operaciones corporativas,2
884,"Brexit: la incertidumbre persiste, dice la City",2
885,La banca fracasa en su soporte clave antes de los resultados,2
886,"El Fondo de Garantía de Depósitos, en mínimos tras el desbloqueo de ayudas pendientes a la banca",2
887,El euro baja a su mínimo desde octubre tras buenos datos de EEUU,2
888,El Ibex enfila su peor semana en un año por el miedo a las nuevas restricciones en Europa,2
889,"Nueva sentencia del cártel de camiones: el juez cuantifica el sobrecoste en el 25,17%",2
890,La crisis del coronavirus retrasa el estreno de la última película de James Bond,2
891,El centro comercial Open Sky pospone su apertura para después del verano,2
892,"Las importaciones de crudo a España se hunden un 11,7%, su nivel más bajo desde 2014",2
893,Así serán las vacaciones de los españoles: la mitad no viajará y un 9% irá al extranjero,2
894,"FMI: el déficit de España se disparará al 9,5% del PIB y la deuda pública ascenderá al 113% en 2020",2
895,El S&P 500 vuelve a rozar los 3.000 puntos,2
896,Polvorín social en otoño: se dispara el paro de larga duración y entra en crisis la economía sumergida,2
897,"FMI: la economía de España se desplomará un 12,8% este año",2
898,"La inversión inmobiliaria caerá en 2020 a niveles no vistos desde 2014, según CBRE",2
899,La tasa de empleo en los países desarrollados cae por vez primera desde 2013,2
900,"Las pernoctaciones extrahoteleras caen un 84,6% en junio tras abrir menos de un tercio de los establecimientos",2
901,Arias Cañete advierte de que la Covid podría crear objetivos ficticios en renovables,2
902,España ya sólo aporta un 8% del beneficio de Santander y BBVA,2
903,"Cataluña, Comunidad Valenciana y Baleares, las más expuestas a problemas de financiación",2
904,Rato atisba un alto riesgo por el crudo,2
905,La bolsa Sao Paulo baja más del tres por ciento y el dólar sube,2
906,Las facturas de los negocios se duplican por la subida del precio de la electricidad,2
907,"Japón: el Nikkei pierde un 1,8% y regresa a niveles de enero",2
908,No habrá fondos europeos en 2022 sin reforma laboral,2
909,"El paro, camino de los seis millones",2
910,Aviso del BCE a España: cuidado con el déficit y con unos Presupuestos insostenibles,2
911,Segundo pinchazo del Ibex que pierde los 8200 puntos,2
912,"Los extremeños reducirán un 13,3 % sus gastos en enero",2
913,Análisis: La lucha de las petroleras por la supervivencia,2
914,La mitad de los partes fraudulentos se produce en los seguros de coche,0
915,"Le Pen reclama ""otro Brexit"" en Francia y Hollande dice que las gestiones del Brexit se harán ""rápido""",0
916,"El PP lamenta que Extremadura sea la ""campeona"" del déficit ""por quinto mes consecutivo""",2
917,El favorito de Trump para representar a EEUU ante la UE prevé el colapso del euro en un año y medio,0
918,"El Euríbor vuelve a subir en marzo y se sitúa en torno al -0,487%",0
919,"Bruselas pide a Sánchez una política fiscal ""prudente"" por el alto nivel de deuda pública",2
920,El diálogo social se fractura con el SMI y deja en el aire el pacto de reforma laboral y de pensiones prometido a la UE,2
921,Caídas para el ethereum pese al optimismo tras los máximos de 10 días,2
922,"El Banco Mundial alerta del ""rápido y generalizado"" aumento de la deuda",2
923,Guindos (BCE): el PIB no volverá a niveles pre Covid hasta finales de 2022,2
924,La inflación se ha disparado y no saben como contenerla... O sí.,0
925,Ibercaja pospone la plena recuperación económica a 2022,2
926,Los expertos recomiendan que Latinoamérica haga reformas para mejorar su economía,0
927,Las bajas por enfermedad profesional aumentan un 19%,2
928,La Gran Dimisión no llega a España pese a la frustración de parte de los trabajadores,2
929,La creación de empresas se estanca en el primer trimestre,2
930,"El Banco Mundial prevé que la zona euro siga en recesión en 2013 con una caída del 0,2%",2
931,"El paro de la zona euro llega en abril al 12,2% y en España, al 26,8%",2
932,"Extremadura tiene ""cada vez menos esperanzas"" en que el reparto del déficit sea igualitario",2
933,Toxo: Europa necesita otro Plan Marshall,2
934,Grecia: es posible un tercer rescate de unos 10.000 millones de euros,0
935,Argentina dice que el freno al desalojo de LAN pone en riesgo el plan de aeropuertos,2
936,"Rubalcaba: ""La reforma laboral será la primera ley que nos carguemos""",2
937,Los 'hombres de negro' seguirán vigilando a España cuando acabe el rescate,2
938,"Sanitas abandona el seguro de salud de los funcionarios de Muface en el que siguen Adeslas, Asisa y DKV",0
939,UBS: las entidades españolas necesitan recapitalizarse,2
940,Tensión a las puertas de la bolsa,2
941,Récord de la prima de riesgo de España mientras la UE prepara el rescate irlandés,2
942,La bolsa sufre su mayor castigo desde agosto al retroceder un 3%,2
943,Trabajo sólo ha recibido 20 solicitudes de autorización de agencias privadas de colocación,2
944,La batalla política lusa amenaza otra vez a España,2
945,"""Recortar en creatividad es matar la gallina de los huevos de oro""",2
946,"La deuda regional sube 7,3 puntos menos que la media",0
947,El Ibex se congela antes de la Fed,2
948,Wall Street sufre un varapalo del 2% y borra los avances semanales,2
949,IESE: la incertidumbre económica no para de crecer por la deuda,2
950,Portugal teme que las deudas de Madeira afecten la imagen del país,2
951,El bono español se aleja del 5% con el nuevo objetivo de déficit,2
952,Las preferentes impagadas de Banco de Valencia,2
953,"El PIB catalán cayó en el cuarto trimestre hasta el -0,1%",2
954,Los pilotos de Iberia inician 30 días de huelga con 126 vuelos cancelados,2
955,Hacienda ha rechazado los planes de ajustes de varias comunidades,2
956,Los máximos del bono y la prima hunden a la banca y al Ibex,2
957,La situación en Grecia y España lastra la confianza inversora en Alemania,2
958,"Fitch duda de que el rescate a la banca implique su ""reforma final""",0
959,La confianza empresarial en Alemania cae por cuarto mes consecutivo,2
960,La dimisión de Monti asusta a las bolsas,2
961,Datos malos para el paro: el desempleo en enero sube en 117.000 personas,0
962,"Las empresas de consumo, sobre la subida de costes: ""pone en peligro el empleo y desincentiva la inversión""",0
963,La “ambición climática” de la UE y la especulación llevan el carbono a máximos y encarecen la luz | España ingresa el doble con las subastas,2
964,Cepyme tacha de “pírricas” las ayudas directas del Gobierno,2
965,Vox Andalucía presenta una enmienda a la totalidad de los presupuestos de la comunidad,0
966,Una filtración revela complicidad de la banca con presunto blanqueo,2
967,"El FMI ve el déficit en el 9,5% y la deuda en el 113% del PIB",2
968,S&P convierte la intervención de BPA en una crisis de toda Andorra,2
969,El Banco de España ve una caída del PIB “más intensa” en el segundo trimestre,2
970,La compraventa de viviendas continúa en negativo con un descenso del 28%,2
971,El Gobierno planta al Congreso en el debate de los Presupuestos,2
972,Las diferentes rutas normativas que condicionan el desarrollo de la economía circular,2
973,España roza los cuatro millones de afectados por ERTEs,2
974,El Ibex cubre el hueco bajista que se dejara el pasado 6 de diciembre,0
975,El alza de precios es un problema más de la Vieja Europa que de la próspera EEUU,0
976,Los repartidores de Glovo buscan un colapso nacional,0
977,La lira turca se adelanta a su banco central con otro 'flash crash',2
978,El comercio electrónico se ha convertido en una de las principales vías de distribución de productos falsificados y acapara el 56% de las incautaciones,0
979,"Subidas, bajadas y prórrogas de las medidas que están por venir en 2022",1
980,La volatilidad seguirá subiendo según se acerquen las elecciones de EEUU,2
981,La banca española se mantiene a la cola de la eurozona en capital,2
982,"A lo largo del ejercicio del año 2021 la deuda de la banca española se ha incrementado en 28.590 millones de euros, un 11% más",2
983,Igea: «Los problemas del campo no se solucionan trayendo señoritos de Madrid con castellanos a hacerse unas fotos»,2
984,Cierre de mercados,1
985,El Ibex 35 no alcanza los 8.800 puntos con la vista en las actas del BCE,2
986,"Las urbes causan el 70% de las emisiones contaminantes, y 25 megaciudades son culpables de más de la mitad",2
987,La deuda pública española crece en el último año más de un 9%,2
988,Los bonos en dólares cayeron y el riesgo país se disparó por encima de 1800 puntos,2
989,El FMI prevé una “carrera de obstáculos” en la recuperación en 2022,2
990,El dólar frena ganancias a la espera de la decisión de la Fed,2
991,El número de inversores en la Bolsa española cae un 35% en 2021,2
992,Dólar futuro: intervención oficial cayó hasta niveles que no se veían desde antes de la crisis del COVID,2
993,Las economías avanzadas frenan su recuperación: la OCDE avanza que el crecimiento ha tocado techo y se ralentizará en los próximos meses,2
994,La luz superará este jueves los 400 euros MWh y marcará récord histórico,0
995,Vacíos legales en la lucha contra la corrupción y la inseguridad,2
996,"Bolsas en rojo, tras el ‘efecto coronavirus’ y los malos datos macro",2
997,El Banco de Inglaterra mantiene tipos y espera que la inflación llegue al 4% en el cuarto trimestre,2
998,Este gráfico muestra por qué los problemas de la banca van más allá del COVID-19,2
999,"La CEPAL estima que la economía argentina caerá un 10,5% en 2020",2
1000,"Por la pandemia Argentina está en el podio de aumento de la desigualdad en la región, indicó la Cepal",2
1001,"El Ibex 35 se ‘da la vuelta’ y cierra con una caída del 0,15%",2
1002,Operaciones furtivas de bitcoin en China se disparan de nuevo,0
1003,Los empresarios catalanes lamentan el “amateurismo económico” de ERC con la reforma laboral,2
1004,"El precio de la luz sube levemente este sábado, pero sigue por debajo de los 200 euros/MWh",0
1005,"Funes de Rioja: ""Todo indica que el aguinaldo del sector privado se va a pagar en cuotas""",2
1006,"CaixaBank no ve corrección en las Bolsas y apuesta por una ""moderación"" en 2022",1
1007,El peor Día Mundial de la Energía en España: precios récord en todo,0
1008,Economistas difieren ante posibilidad de alcanzar rango meta de inflación,2
1009,"Con una tímida suba de tasa, el BCRA se acercó a la inflación",2
1010,La inversión verde se viste de rojo pese al impulso de la administración en Europa,2
1011,Presidente del Banco Central de Brasil alerta sobre alza de los precios,2
1012,Barcelona será una ratonera por la huelga de todos los transportes públicos,2
1013,"Para Alfonso Prat Gay el Gobierno ""no tiene vocación de cumplir"" el acuerdo con el FMI",2
1014,Biden impone sanciones a Rusia y enviará soldados a los países bálticos,2
1015,"La agenda económica de género y el acuerdo con el FMI: pobreza, deudas, empleo y cuidado",2
1016,La reforma eléctrica pone en riesgo la inversión y los bolsillos de las familias: expertas,2
1017,La inflación oficial de Argentina está por encima del 50% y el Gobierno insiste en intervenir la industria alimentaria.,2
1018,Las bolsas y la guerra: claves para entender el impacto del ataque ruso a Ucrania,2
1019,Putin reabre la guerra fría y echa el freno a la recuperación económica,0
1020,Las empresas tienen por delante el reto de diseñar un marco más estable de organización de la plantilla,2
1021,Wall Street cerró en rojo por los enfrentamientos entre Rusia y Ucrania,2
1022,IBEX35: Mañana va a ser un día “divertido”,2
1023,El Gobierno asume que España no recuperará este año el nivel de PIB previo a la pandemia,2
1024,"""El impacto de la guerra en la inflación será mayor en España e Italia""",2
1025,El control ruso de la nuclear de Zaporiyia deja más caídas en las bolsas,0
1026,Advierten que el plan para frenar la inflación podría generar un fuerte atraso cambiario,2
1027,El Ibex 35 hace aguas y cierra una fatídica semana en la que se deja casi un 10%,2
1028,Demandarán al Estado por costos operativos generados por las DJAI,2
1029,La escasez de combustible agrava el problema del transporte en Yemen,2
1030,Precio del cobre cierra con máximo histórico en la Bolsa de Metales de Londres por invasión a Ucrania,0
1031,Pandemia golpea recaudación del impuesto de bienes inmuebles y aumenta morosidad,2
1032,Avance del petróleo derriba a las bolsas mundiales y S&P 500 sufre mayor caída desde octubre de 2020,2
1033,Sombras tras el pacto eléctrico,2
1034,Elon Musk vuelve loco el precio del Bitcoin,0
1035,CCOO anuncia movilizaciones en hostelería si no se desbloquean los convenios sectoriales,0
1036,El precio se dispara un 13% en la ciudad de A Coruña,0
1037,La guerra también sacude el turismo en Europa: las reservas caen un 23% con vuelos y paquetes más caros,2
1038,COVID-19 empuja a la manufacturera global a su menor nivel desde 2009: JP Morgan,2
1039,Wall Street retrocede pendiente de la subida de tipos del bono soberano,2
1040,El MWh vuelve a tocar los 400 euros y dispara el precio de la luz,2
1041,"El Ibex choca con sus máximos del año, el precio de los garajes cae casi un 30% y otras noticias de interés a esta hora",2
1042,La ministra de finanzas austriaca sugiere que Italia podría necesitar también un rescate bancario,2
1043,Standard & Poor's rebajará la nota de EEUU si no hay acuerdo,2
1044,"El petróleo no se recuperará hasta 2023, según Bank of America",2
1045,Estados Unidos sube la tasa de interés y presiona al dólar,0
1046,Alemania confirma que el Eurogrupo no acordará el lunes la ayuda a la banca española,2
1047,Trump e Italia hunden el IBEX : peligran los 10.000 puntos,2
1048,El IVA crece un 150% en algunos sectores de autónomos,0
1049,La luz renueva máximos este martes y triplica precios de hace un año,0
1050,"La economía británica se contrae entre temores a un ""brexit"" sin acuerdo",2
1051,Rusia invade Ucrania y destroza su mercado y su divisa el mismo día,2
1052,"Noviembre negro para el emprendimiento: la creación de empresas cae un 22,4%",2
1053,Trump impone vetos a Xiaomi y a otras empresas chinas a menos de una semana de dejar la presidencia,0
1054,"El IBEX 35 abre con una caída del 0,26 %, a la espera de la Reserva Federal",2
1055,Wall Street anticipa suaves caídas con la tensión geopolítica sobre Ucrania al rojo vivo,2
1056,El Ibex-35 se queda a las puertas de los 8.000,2
1057,"La inflación, amenaza fantasma para la Bolsa",2
1058,El Ibex sigue en caída libre por el coronavirus y cierra en mínimos desde 2012,2
1059,"Economía/(Ampliación).- Iberia, Spanair y Air Europa, demandadas por sus recargos ""ilegales"" de emisión de billetes",2
1060,"La economía española se hunde un 17,8% en el segundo trimestre, algo menos de lo esperado",2
1061,Lagarde advierte de que la zona euro no es suficientemente resistente,2
1062,La incertidumbre política hace que la industria cierre 2019 «de capa caída»,2
1063,"La producción industrial cae un 0,8% en la eurozona en febrero",2
1064,El agujero eléctrico supera los 1.000 millones en dos meses,2
1065,«En Europa lo podemos pasar muy mal si quiebra el sector del petróleo en EE UU»,2
1066,Lagarde: el FMI bajará la perspectiva de la economía global de 2012 por la crisis que atraviesa Europa,2
1067,La banca responde al alza del euríbor con las hipotecas más caras en dos años,0
1068,La suspensión de dividendos puede limitar el acceso de la banca al capital,2
1069,La morosidad de la banca crece por segundo mes consecutivo,2
1070,España tardará cuatro años en crear empleo neto y volver al nivel precovid,2
1071,La banca europea revisa a la baja sus previsiones para 2014 y 2015 para eurozona,2
1072,Rumanía y Eslovenia acompañan a España como los países con peores datos registrados.,2
1073,El Ibex 35 se aferra a los 8.100 con el crudo disparado a máximos desde 2014,2
1074,La patronal bancaria critica el BCE y ve probable la ruptura del euro,2
1075,Los temores vascos ante un 'Brexit' duro,2
1076,A los bares no les sale a cuenta volver a abrir en la desescalada,2
1077,"Las caídas regresan al Ibex 35, que se deja un 1,8% lastrado por la banca",2
1078,El Ibex cae a los 6.700 puntos con la banca a la cabeza de los recortes,2
1079,El Gobierno alemán desmiente que vaya a recortar su previsión de PIB para 2012,1
1080,El Índice Dólar cumple al céntimo con el doble suelo y se gira con fuerza a la baja,2
1081,Cuando la tecnología no basta para aumentar tu productividad,2
1082,El oro se toma un respiro en su escalada hacia los 1.800 dólares y acaba con recortes del 2%,2
1083,Bolsa chilena registra mayor desplome en casi un mes ante caída de las acciones mundiales y avance del cuarto retiro de las AFP en el Congreso,2
1084,10.000 euros por incluir a una cliente en un fichero de morosos,1
1085,"Pimco: ""El mercado reacciona de forma exagerada ante la inflación""",2
1086,La banca y Wall Street arrastran al Ibex a mínimos desde agosto,2
1087,"Bruselas prevé una recesión del 9,4% y un déficit del 10% este año en España",2
1088,Combustibles: aumentan un 9% a partir de hoy,0
1089,El Ibex acepta la realidad y cede mas de un 3%,2
1090,El crudo en 100 dólares y la inflación centran la reunión de la Fed,2
1091,Las tecnológicas chinas están probando un sistema con el que saltarse las restricciones en defensa de la privacidad que Apple introducirá en iOS,0
1092,"La Comunidad Valenciana, Madrid y Cataluña suman el 80% de peticiones de arbitraje de Bankia",1
1093,La inflación costará este año 30.000 millones a familias y 11.000 al Estado,2
1094,El euro se deprecia más tras la publicación de datos económicos malos,2
1095,"Prohibir el diésel es improbable antes de 2020, dice ministro estatal alemán",2
1096,"El economista alerta de que ""en menos de dos años viviremos otra crisis con la prima de riesgo"".",2
1097,Más incertidumbre sobre la economía española,2
1098,Irán necesita dinero para duplicar la extracción de gas,2
1099,Alerta alemana: el PIB caerá como mínimo un 5% en 2009,2
1100,La luz se dispara un 11% en el tercer trimestre,0
1101,La banca endurece la concesión de hipotecas con la nueva ley en vigor,2
1102,Crisis geopolítica abre otro flanco de presión para la ya alta inflación en Chile,2
